age,math,programming,creativity,communication,logic,preferred_subject,career
23,3,3,3,3,3,Business,Business Analyst
23,3,3,3,3,3,Business,Business Analyst
19,3,3,3,3,3,Business,Business Analyst
21,3,3,3,3,3,Business,Business Analyst
19,3,3,3,3,3,Business,Business Analyst
25,2,2,2,2,2,ComputerScience,Business Analyst
18,2,2,2,2,2,ComputerScience,Business Analyst
24,2,2,2,2,2,ComputerScience,Business Analyst
20,2,2,2,2,2,ComputerScience,Business Analyst
20,2,2,2,2,2,ComputerScience,Business Analyst
24,2,2,2,2,2,ComputerScience,Business Analyst
21,4,4,4,4,4,Physics,Business Analyst
25,4,4,4,4,4,Physics,Business Analyst
23,4,4,4,4,4,Physics,Business Analyst
21,4,4,4,4,4,Physics,Business Analyst
23,4,4,4,4,4,Physics,Business Analyst
23,4,4,4,4,4,Physics,Business Analyst
20,5,5,5,5,5,Arts,Business Analyst
21,5,5,5,5,5,Arts,Business Analyst
25,5,5,5,5,5,Arts,Business Analyst
19,5,5,5,5,5,Arts,Business Analyst
23,5,5,5,5,5,Arts,Business Analyst
22,5,5,5,5,5,Arts,Business Analyst
22,1,1,1,1,1,Math,Business Analyst
19,1,1,1,1,1,Math,Business Analyst
22,1,1,1,1,1,Math,Business Analyst
18,1,1,1,1,1,Math,Business Analyst
23,1,1,1,1,1,Math,Business Analyst
19,1,1,1,1,1,Math,Business Analyst
21,0,0,0,0,0,Design,Business Analyst
23,0,0,0,0,0,Design,Business Analyst
19,0,0,0,0,0,Design,Business Analyst
20,0,0,0,0,0,Design,Business Analyst
25,0,0,0,0,0,Design,Business Analyst
21,0,0,0,0,0,Design,Business Analyst
25,3,3,3,3,3,Business,Business Analyst
20,3,3,3,3,3,Business,Business Analyst
23,3,3,3,3,3,Business,Business Analyst
21,3,3,3,3,3,Business,Business Analyst
25,3,3,3,3,3,Business,Business Analyst
22,3,3,3,3,3,Business,Business Analyst
25,2,2,2,2,2,ComputerScience,Business Analyst
19,2,2,2,2,2,ComputerScience,Business Analyst
23,2,2,2,2,2,ComputerScience,Business Analyst
18,2,2,2,2,2,ComputerScience,Business Analyst
25,2,2,2,2,2,ComputerScience,Business Analyst
21,2,2,2,2,2,ComputerScience,Business Analyst
21,4,4,4,4,4,Physics,Business Analyst
24,4,4,4,4,4,Physics,Business Analyst
25,4,4,4,4,4,Physics,Business Analyst
23,4,4,4,4,4,Physics,Business Analyst
23,4,4,4,4,4,Physics,Business Analyst
20,4,4,4,4,4,Physics,Business Analyst
24,5,5,5,5,5,Arts,Business Analyst
25,5,5,5,5,5,Arts,Business Analyst
22,5,5,5,5,5,Arts,Business Analyst
20,5,5,5,5,5,Arts,Business Analyst
24,5,5,5,5,5,Arts,Business Analyst
25,5,5,5,5,5,Arts,Business Analyst
25,1,1,1,1,1,Math,Business Analyst
20,1,1,1,1,1,Math,Business Analyst
22,1,1,1,1,1,Math,Business Analyst
24,1,1,1,1,1,Math,Business Analyst
25,1,1,1,1,1,Math,Business Analyst
25,1,1,1,1,1,Math,Business Analyst
24,0,0,0,0,0,Design,Business Analyst
18,0,0,0,0,0,Design,Business Analyst
20,0,0,0,0,0,Design,Business Analyst
20,0,0,0,0,0,Design,Business Analyst
21,0,0,0,0,0,Design,Business Analyst
22,0,0,0,0,0,Design,Business Analyst
19,3,3,3,3,3,Business,Business Analyst
18,3,3,3,3,3,Business,Business Analyst
24,3,3,3,3,3,Business,Business Analyst
24,3,3,3,3,3,Business,Business Analyst
24,3,3,3,3,3,Business,Business Analyst
18,3,3,3,3,3,Business,Business Analyst
25,2,2,2,2,2,ComputerScience,Business Analyst
24,2,2,2,2,2,ComputerScience,Business Analyst
24,2,2,2,2,2,ComputerScience,Business Analyst
22,2,2,2,2,2,ComputerScience,Business Analyst
23,2,2,2,2,2,ComputerScience,Business Analyst
23,2,2,2,2,2,ComputerScience,Business Analyst
21,4,4,4,6,4,Physics,Customer Service Executive
21,5,4,4,6,4,Physics,Customer Service Executive
24,1,4,4,6,4,Physics,Customer Service Executive
22,0,4,4,6,4,Physics,Customer Service Executive
24,3,4,4,6,4,Physics,Customer Service Executive
21,2,4,4,6,4,Physics,Customer Service Executive
18,4,5,5,6,5,Arts,Customer Service Executive
18,5,5,5,6,5,Arts,Customer Service Executive
25,1,5,5,6,5,Arts,Customer Service Executive
19,0,5,5,6,5,Arts,Customer Service Executive
23,3,5,5,6,5,Arts,Customer Service Executive
22,2,5,5,6,5,Arts,Customer Service Executive
20,4,1,1,6,1,Math,Customer Service Executive
23,5,1,1,6,1,Math,Customer Service Executive
20,1,1,1,6,1,Math,Customer Service Executive
19,0,1,1,6,1,Math,Customer Service Executive
19,3,1,1,6,1,Math,Customer Service Executive
24,2,1,1,6,1,Math,Customer Service Executive
21,4,0,0,6,0,Design,Customer Service Executive
19,5,0,0,6,0,Design,Customer Service Executive
19,1,0,0,6,0,Design,Customer Service Executive
20,0,0,0,6,0,Design,Customer Service Executive
21,3,0,0,6,0,Design,Customer Service Executive
19,2,0,0,6,0,Design,Customer Service Executive
23,4,3,3,6,3,Business,Customer Service Executive
25,5,3,3,6,3,Business,Customer Service Executive
19,1,3,3,6,3,Business,Customer Service Executive
25,0,3,3,6,3,Business,Customer Service Executive
21,3,3,3,6,3,Business,Customer Service Executive
24,2,3,3,6,3,Business,Customer Service Executive
22,4,2,2,6,2,ComputerScience,Customer Service Executive
21,5,2,2,6,2,ComputerScience,Customer Service Executive
20,1,2,2,6,2,ComputerScience,Customer Service Executive
22,0,2,2,6,2,ComputerScience,Customer Service Executive
23,3,2,2,6,2,ComputerScience,Customer Service Executive
18,2,2,2,6,2,ComputerScience,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
25,4,4,5,6,5,Physics,Customer Service Executive
25,4,4,1,6,1,Physics,Customer Service Executive
21,4,4,0,6,0,Physics,Customer Service Executive
25,4,4,3,6,3,Physics,Customer Service Executive
24,4,4,2,6,2,Physics,Customer Service Executive
25,5,5,4,6,4,Arts,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
23,5,5,1,6,1,Arts,Customer Service Executive
25,5,5,0,6,0,Arts,Customer Service Executive
25,5,5,3,6,3,Arts,Customer Service Executive
22,5,5,2,6,2,Arts,Customer Service Executive
23,1,1,4,6,4,Math,Customer Service Executive
25,1,1,5,6,5,Math,Customer Service Executive
21,1,1,1,6,1,Math,Customer Service Executive
19,1,1,0,6,0,Math,Customer Service Executive
24,1,1,3,6,3,Math,Customer Service Executive
21,1,1,2,6,2,Math,Customer Service Executive
18,0,0,4,6,4,Design,Customer Service Executive
21,0,0,5,6,5,Design,Customer Service Executive
22,0,0,1,6,1,Design,Customer Service Executive
22,0,0,0,6,0,Design,Customer Service Executive
25,0,0,3,6,3,Design,Customer Service Executive
21,0,0,2,6,2,Design,Customer Service Executive
22,3,3,4,6,4,Business,Customer Service Executive
19,3,3,5,6,5,Business,Customer Service Executive
23,3,3,1,6,1,Business,Customer Service Executive
21,3,3,0,6,0,Business,Customer Service Executive
24,3,3,3,6,3,Business,Customer Service Executive
19,3,3,2,6,2,Business,Customer Service Executive
25,2,2,4,6,4,ComputerScience,Customer Service Executive
23,2,2,5,6,5,ComputerScience,Customer Service Executive
24,2,2,1,6,1,ComputerScience,Customer Service Executive
25,2,2,0,6,0,ComputerScience,Customer Service Executive
24,2,2,3,6,3,ComputerScience,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
24,4,4,4,6,4,Physics,Customer Service Executive
23,4,4,4,6,4,Physics,Customer Service Executive
19,4,4,4,6,4,Physics,Customer Service Executive
24,4,4,4,6,4,Physics,Customer Service Executive
24,4,4,4,6,4,Physics,Customer Service Executive
20,4,4,4,6,4,Physics,Customer Service Executive
21,5,5,5,6,5,Arts,Customer Service Executive
23,5,5,5,6,5,Arts,Customer Service Executive
25,5,5,5,6,5,Arts,Customer Service Executive
23,5,5,5,6,5,Arts,Customer Service Executive
22,5,5,5,6,5,Arts,Customer Service Executive
25,5,5,5,6,5,Arts,Customer Service Executive
23,1,1,1,6,1,Math,Customer Service Executive
19,1,1,1,6,1,Math,Customer Service Executive
25,1,1,1,6,1,Math,Customer Service Executive
25,1,1,1,6,1,Math,Customer Service Executive
23,1,1,1,6,1,Math,Customer Service Executive
25,1,1,1,6,1,Math,Customer Service Executive
20,0,0,0,6,0,Design,Customer Service Executive
21,0,0,0,6,0,Design,Customer Service Executive
25,0,0,0,6,0,Design,Customer Service Executive
21,0,0,0,6,0,Design,Customer Service Executive
23,0,0,0,6,0,Design,Customer Service Executive
24,0,0,0,6,0,Design,Customer Service Executive
18,3,3,3,6,3,Business,Customer Service Executive
18,3,3,3,6,3,Business,Customer Service Executive
24,3,3,3,6,3,Business,Customer Service Executive
24,3,3,3,6,3,Business,Customer Service Executive
24,3,3,3,6,3,Business,Customer Service Executive
19,3,3,3,6,3,Business,Customer Service Executive
18,2,2,2,6,2,ComputerScience,Customer Service Executive
24,2,2,2,6,2,ComputerScience,Customer Service Executive
19,2,2,2,6,2,ComputerScience,Customer Service Executive
22,2,2,2,6,2,ComputerScience,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
19,2,2,2,6,2,ComputerScience,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
23,4,4,4,6,4,Physics,Customer Service Executive
22,4,4,4,6,4,Physics,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
19,4,4,4,6,4,Physics,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
21,5,5,5,6,5,Arts,Customer Service Executive
25,5,5,5,6,5,Arts,Customer Service Executive
18,5,5,5,6,5,Arts,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
19,5,5,5,6,5,Arts,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
22,1,1,1,6,1,Math,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
25,0,0,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
25,0,0,0,6,0,Design,Customer Service Executive
21,0,0,0,6,0,Design,Customer Service Executive
19,0,0,0,6,0,Design,Customer Service Executive
20,3,3,3,6,3,Business,Customer Service Executive
22,3,3,3,6,3,Business,Customer Service Executive
19,3,3,3,6,3,Business,Customer Service Executive
22,3,3,3,6,3,Business,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
18,3,3,3,6,3,Business,Customer Service Executive
24,2,2,2,6,2,ComputerScience,Customer Service Executive
21,2,2,2,6,2,ComputerScience,Customer Service Executive
21,2,2,2,6,2,ComputerScience,Customer Service Executive
23,2,2,2,6,2,ComputerScience,Customer Service Executive
20,2,2,2,6,2,ComputerScience,Customer Service Executive
21,2,2,2,6,2,ComputerScience,Customer Service Executive
24,4,4,4,6,4,Physics,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
20,4,4,4,6,4,Physics,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
19,4,4,4,6,4,Physics,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
21,5,5,5,6,5,Arts,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
18,5,5,5,6,5,Arts,Customer Service Executive
25,5,5,5,6,5,Arts,Customer Service Executive
23,1,1,1,6,1,Math,Customer Service Executive
25,1,1,1,6,1,Math,Customer Service Executive
22,1,1,1,6,1,Math,Customer Service Executive
22,1,1,1,6,1,Math,Customer Service Executive
18,1,1,1,6,1,Math,Customer Service Executive
18,1,1,1,6,1,Math,Customer Service Executive
22,0,0,0,6,0,Design,Customer Service Executive
23,0,0,0,6,0,Design,Customer Service Executive
20,0,0,0,6,0,Design,Customer Service Executive
22,0,0,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
21,0,0,0,6,0,Design,Customer Service Executive
19,3,3,3,6,3,Business,Customer Service Executive
23,3,3,3,6,3,Business,Customer Service Executive
24,3,3,3,6,3,Business,Customer Service Executive
23,3,3,3,6,3,Business,Customer Service Executive
21,3,3,3,6,3,Business,Customer Service Executive
21,3,3,3,6,3,Business,Customer Service Executive
24,2,2,2,6,2,ComputerScience,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
18,2,2,2,6,2,ComputerScience,Customer Service Executive
22,2,2,2,6,2,ComputerScience,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
20,2,2,2,6,2,ComputerScience,Customer Service Executive
23,4,4,4,6,4,Physics,Customer Service Executive
24,4,4,4,6,4,Physics,Customer Service Executive
23,4,4,4,6,4,Physics,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
21,4,4,4,6,4,Physics,Customer Service Executive
22,4,4,4,6,4,Physics,Customer Service Executive
23,5,5,5,6,5,Arts,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
21,5,5,5,6,5,Arts,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
22,5,5,5,6,5,Arts,Customer Service Executive
23,5,5,5,6,5,Arts,Customer Service Executive
19,1,1,1,6,1,Math,Customer Service Executive
25,1,1,1,6,1,Math,Customer Service Executive
23,1,1,1,6,1,Math,Customer Service Executive
25,1,1,1,6,1,Math,Customer Service Executive
22,1,1,1,6,1,Math,Customer Service Executive
23,1,1,1,6,1,Math,Customer Service Executive
25,0,0,0,6,0,Design,Customer Service Executive
24,0,0,0,6,0,Design,Customer Service Executive
25,0,0,0,6,0,Design,Customer Service Executive
23,0,0,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
23,0,0,0,6,0,Design,Customer Service Executive
23,3,3,3,6,3,Business,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
20,3,3,3,6,3,Business,Customer Service Executive
19,3,3,3,6,3,Business,Customer Service Executive
20,3,3,3,6,3,Business,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
20,2,2,2,6,2,ComputerScience,Customer Service Executive
21,2,2,2,6,2,ComputerScience,Customer Service Executive
18,2,2,2,6,2,ComputerScience,Customer Service Executive
20,2,2,2,6,2,ComputerScience,Customer Service Executive
24,2,2,2,6,2,ComputerScience,Customer Service Executive
22,2,2,2,6,2,ComputerScience,Customer Service Executive
24,4,4,4,6,4,Physics,Customer Service Executive
22,4,4,4,6,4,Physics,Customer Service Executive
23,4,4,4,6,4,Physics,Customer Service Executive
21,4,4,4,6,4,Physics,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
24,4,4,4,6,4,Physics,Customer Service Executive
18,5,5,5,6,5,Arts,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
23,5,5,5,6,5,Arts,Customer Service Executive
22,5,5,5,6,5,Arts,Customer Service Executive
19,5,5,5,6,5,Arts,Customer Service Executive
21,5,5,5,6,5,Arts,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
23,1,1,1,6,1,Math,Customer Service Executive
21,1,1,1,6,1,Math,Customer Service Executive
22,1,1,1,6,1,Math,Customer Service Executive
22,1,1,1,6,1,Math,Customer Service Executive
24,0,0,0,6,0,Design,Customer Service Executive
19,0,0,0,6,0,Design,Customer Service Executive
19,0,0,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
21,0,0,0,6,0,Design,Customer Service Executive
21,0,0,0,6,0,Design,Customer Service Executive
22,3,3,3,6,3,Business,Customer Service Executive
18,3,3,3,6,3,Business,Customer Service Executive
23,3,3,3,6,3,Business,Customer Service Executive
21,3,3,3,6,3,Business,Customer Service Executive
18,3,3,3,6,3,Business,Customer Service Executive
18,3,3,3,6,3,Business,Customer Service Executive
24,2,2,2,6,2,ComputerScience,Customer Service Executive
22,2,2,2,6,2,ComputerScience,Customer Service Executive
18,2,2,2,6,2,ComputerScience,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
19,2,2,2,6,2,ComputerScience,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
19,4,4,4,6,4,Physics,Customer Service Executive
20,4,4,4,6,4,Arts,Customer Service Executive
22,4,4,4,6,4,Math,Customer Service Executive
24,4,4,4,6,4,Design,Customer Service Executive
23,4,4,4,6,4,Business,Customer Service Executive
25,4,4,4,6,4,ComputerScience,Customer Service Executive
25,5,5,5,6,5,Physics,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
19,5,5,5,6,5,Math,Customer Service Executive
24,5,5,5,6,5,Design,Customer Service Executive
20,5,5,5,6,5,Business,Customer Service Executive
22,5,5,5,6,5,ComputerScience,Customer Service Executive
24,1,1,1,6,1,Physics,Customer Service Executive
22,1,1,1,6,1,Arts,Customer Service Executive
18,1,1,1,6,1,Math,Customer Service Executive
21,1,1,1,6,1,Design,Customer Service Executive
18,1,1,1,6,1,Business,Customer Service Executive
22,1,1,1,6,1,ComputerScience,Customer Service Executive
25,0,0,0,6,0,Physics,Customer Service Executive
24,0,0,0,6,0,Arts,Customer Service Executive
19,0,0,0,6,0,Math,Customer Service Executive
23,0,0,0,6,0,Design,Customer Service Executive
19,0,0,0,6,0,Business,Customer Service Executive
24,0,0,0,6,0,ComputerScience,Customer Service Executive
18,3,3,3,6,3,Physics,Customer Service Executive
23,3,3,3,6,3,Arts,Customer Service Executive
24,3,3,3,6,3,Math,Customer Service Executive
22,3,3,3,6,3,Design,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
19,3,3,3,6,3,ComputerScience,Customer Service Executive
22,2,2,2,6,2,Physics,Customer Service Executive
23,2,2,2,6,2,Arts,Customer Service Executive
23,2,2,2,6,2,Math,Customer Service Executive
19,2,2,2,6,2,Design,Customer Service Executive
22,2,2,2,6,2,Business,Customer Service Executive
20,2,2,2,6,2,ComputerScience,Customer Service Executive
22,4,4,4,6,4,Physics,Customer Service Executive
23,4,5,4,6,4,Physics,Customer Service Executive
22,4,1,4,6,4,Physics,Customer Service Executive
25,4,0,4,6,4,Physics,Customer Service Executive
24,4,3,4,6,4,Physics,Customer Service Executive
18,4,2,4,6,4,Physics,Customer Service Executive
25,5,4,5,6,5,Arts,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
21,5,1,5,6,5,Arts,Customer Service Executive
24,5,0,5,6,5,Arts,Customer Service Executive
18,5,3,5,6,5,Arts,Customer Service Executive
21,5,2,5,6,5,Arts,Customer Service Executive
19,1,4,1,6,1,Math,Customer Service Executive
21,1,5,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
22,1,0,1,6,1,Math,Customer Service Executive
24,1,3,1,6,1,Math,Customer Service Executive
25,1,2,1,6,1,Math,Customer Service Executive
21,0,4,0,6,0,Design,Customer Service Executive
23,0,5,0,6,0,Design,Customer Service Executive
18,0,1,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
21,0,3,0,6,0,Design,Customer Service Executive
18,0,2,0,6,0,Design,Customer Service Executive
23,3,4,3,6,3,Business,Customer Service Executive
24,3,5,3,6,3,Business,Customer Service Executive
18,3,1,3,6,3,Business,Customer Service Executive
21,3,0,3,6,3,Business,Customer Service Executive
20,3,3,3,6,3,Business,Customer Service Executive
20,3,2,3,6,3,Business,Customer Service Executive
19,2,4,2,6,2,ComputerScience,Customer Service Executive
25,2,5,2,6,2,ComputerScience,Customer Service Executive
18,2,1,2,6,2,ComputerScience,Customer Service Executive
25,2,0,2,6,2,ComputerScience,Customer Service Executive
24,2,3,2,6,2,ComputerScience,Customer Service Executive
21,2,2,2,6,2,ComputerScience,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
22,4,4,4,6,4,Physics,Customer Service Executive
23,4,4,4,6,4,Physics,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
25,5,5,5,6,5,Arts,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
23,5,5,5,6,5,Arts,Customer Service Executive
21,5,5,5,6,5,Arts,Customer Service Executive
18,5,5,5,6,5,Arts,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
25,1,1,1,6,1,Math,Customer Service Executive
19,1,1,1,6,1,Math,Customer Service Executive
23,1,1,1,6,1,Math,Customer Service Executive
20,1,1,1,6,1,Math,Customer Service Executive
20,1,1,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
20,0,0,0,6,0,Design,Customer Service Executive
24,0,0,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
25,0,0,0,6,0,Design,Customer Service Executive
19,0,0,0,6,0,Design,Customer Service Executive
22,3,3,3,6,3,Business,Customer Service Executive
22,3,3,3,6,3,Business,Customer Service Executive
22,3,3,3,6,3,Business,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
24,3,3,3,6,3,Business,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
23,2,2,2,6,2,ComputerScience,Customer Service Executive
23,2,2,2,6,2,ComputerScience,Customer Service Executive
19,2,2,2,6,2,ComputerScience,Customer Service Executive
23,2,2,2,6,2,ComputerScience,Customer Service Executive
22,2,2,2,6,2,ComputerScience,Customer Service Executive
22,2,2,2,6,2,ComputerScience,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
20,4,4,4,6,4,Physics,Customer Service Executive
23,4,4,4,6,4,Physics,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
20,5,5,5,6,5,Arts,Customer Service Executive
25,5,5,5,6,5,Arts,Customer Service Executive
18,5,5,5,6,5,Arts,Customer Service Executive
22,5,5,5,6,5,Arts,Customer Service Executive
20,1,1,1,6,1,Math,Customer Service Executive
19,1,1,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
25,1,1,1,6,1,Math,Customer Service Executive
20,1,1,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
21,0,0,0,6,0,Design,Customer Service Executive
20,0,0,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
23,0,0,0,6,0,Design,Customer Service Executive
20,0,0,0,6,0,Design,Customer Service Executive
25,0,0,0,6,0,Design,Customer Service Executive
23,3,3,3,6,3,Business,Customer Service Executive
21,3,3,3,6,3,Business,Customer Service Executive
19,3,3,3,6,3,Business,Customer Service Executive
23,3,3,3,6,3,Business,Customer Service Executive
24,3,3,3,6,3,Business,Customer Service Executive
22,3,3,3,6,3,Business,Customer Service Executive
20,2,2,2,6,2,ComputerScience,Customer Service Executive
21,2,2,2,6,2,ComputerScience,Customer Service Executive
21,2,2,2,6,2,ComputerScience,Customer Service Executive
23,2,2,2,6,2,ComputerScience,Customer Service Executive
19,2,2,2,6,2,ComputerScience,Customer Service Executive
18,2,2,2,6,2,ComputerScience,Customer Service Executive
20,4,4,4,6,4,Physics,Customer Service Executive
21,4,4,4,6,4,Physics,Customer Service Executive
19,4,4,4,6,4,Physics,Customer Service Executive
22,4,4,4,6,4,Physics,Customer Service Executive
21,4,4,4,6,4,Physics,Customer Service Executive
19,4,4,4,6,4,Physics,Customer Service Executive
25,5,5,5,6,5,Arts,Customer Service Executive
18,5,5,5,6,5,Arts,Customer Service Executive
18,5,5,5,6,5,Arts,Customer Service Executive
21,5,5,5,6,5,Arts,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
21,5,5,5,6,5,Arts,Customer Service Executive
23,1,1,1,6,1,Math,Customer Service Executive
20,1,1,1,6,1,Math,Customer Service Executive
19,1,1,1,6,1,Math,Customer Service Executive
21,1,1,1,6,1,Math,Customer Service Executive
20,1,1,1,6,1,Math,Customer Service Executive
23,1,1,1,6,1,Math,Customer Service Executive
25,0,0,0,6,0,Design,Customer Service Executive
25,0,0,0,6,0,Design,Customer Service Executive
20,0,0,0,6,0,Design,Customer Service Executive
21,0,0,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
19,0,0,0,6,0,Design,Customer Service Executive
19,3,3,3,6,3,Business,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
18,3,3,3,6,3,Business,Customer Service Executive
24,3,3,3,6,3,Business,Customer Service Executive
21,3,3,3,6,3,Business,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
19,2,2,2,6,2,ComputerScience,Customer Service Executive
21,2,2,2,6,2,ComputerScience,Customer Service Executive
23,2,2,2,6,2,ComputerScience,Customer Service Executive
21,4,4,4,6,4,Physics,Customer Service Executive
20,4,4,4,6,4,Physics,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
24,4,4,4,6,4,Physics,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
25,4,4,4,6,4,Physics,Customer Service Executive
21,5,5,5,6,5,Arts,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
25,5,5,5,6,5,Arts,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
23,5,5,5,6,5,Arts,Customer Service Executive
22,5,5,5,6,5,Arts,Customer Service Executive
18,1,1,1,6,1,Math,Customer Service Executive
24,1,1,1,6,1,Math,Customer Service Executive
19,1,1,1,6,1,Math,Customer Service Executive
20,1,1,1,6,1,Math,Customer Service Executive
19,1,1,1,6,1,Math,Customer Service Executive
25,1,1,1,6,1,Math,Customer Service Executive
23,0,0,0,6,0,Design,Customer Service Executive
23,0,0,0,6,0,Design,Customer Service Executive
19,0,0,0,6,0,Design,Customer Service Executive
18,0,0,0,6,0,Design,Customer Service Executive
19,0,0,0,6,0,Design,Customer Service Executive
21,0,0,0,6,0,Design,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
19,3,3,3,6,3,Business,Customer Service Executive
20,3,3,3,6,3,Business,Customer Service Executive
20,3,3,3,6,3,Business,Customer Service Executive
25,3,3,3,6,3,Business,Customer Service Executive
22,2,2,2,6,2,ComputerScience,Customer Service Executive
20,2,2,2,6,2,ComputerScience,Customer Service Executive
19,2,2,2,6,2,ComputerScience,Customer Service Executive
20,2,2,2,6,2,ComputerScience,Customer Service Executive
25,2,2,2,6,2,ComputerScience,Customer Service Executive
18,2,2,2,6,2,ComputerScience,Customer Service Executive
24,4,4,4,6,4,Physics,Customer Service Executive
20,4,4,4,6,4,Physics,Customer Service Executive
21,4,4,4,6,4,Physics,Customer Service Executive
18,4,4,4,6,4,Physics,Customer Service Executive
22,4,4,4,6,4,Physics,Customer Service Executive
21,4,4,4,6,4,Physics,Customer Service Executive
19,5,5,5,6,5,Arts,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
19,5,5,5,6,5,Arts,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
24,5,5,5,6,5,Arts,Customer Service Executive
19,5,5,5,6,5,Arts,Customer Service Executive
21,1,1,1,6,1,Math,Customer Service Executive
21,1,1,1,6,1,Math,Customer Service Executive
